 ,221057_071,221057_090,221057_098,221057_107,221057_155,221057_156,221057_160,221364_052,221364_080,221364_081,221364_082,221364_083,221364_084,221364_085,221364_086,221364_087,221479_168,221479_216,221481_118,221481_256,221481_507,221481_513,221481_538,221701_039,221701_055,221701_057,221701_060,221701_062,221719_052,230066_089,230066_125,231570_009,231570_012,231685_259,231687_007,231687_008,231687_010,231687_016,233379_001,233379_037,233379_049,233379_050,233379_051,233379_052,233379_112,233379_115,233379_122,233379_124,233379_129,233668_076,233668_080,233668_097,233668_130,233668_170,233795_001,233795_072,233795_075,233795_087,233795_124,233795_125,221090_098,221417_015,221418_128,221418_129,221481_198,231686_050,233379_039,233379_040,233379_097,233379_100,233379_102,233379_130,233379_142,233380_036,233380_094,221090_092,221090_094,221090_099,221091_113,221091_141,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221515_017,231687_014,233285_248,233379_123,233667_256,233667_289,231687_017,233284_183,233285_047,212073_012,221225_015,221365_066,221365_067,221365_068,221365_069,221365_072,221365_081,221426_061,231687_001,231687_002,231687_006,231687_012,233285_040,233285_044,233285_246,221536_026,221536_034,221719_054,233285_039,233285_041,233285_045
="VISl4",="1",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="3",="4",="0",="0",="0",="1",="0",="0",="0",="0",="0",="3",="0",="0",="6",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="2",="0",="0",="0",="0",="19",="0",="0",="0",="5",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl5",="1",="0",="0",="0",="6",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="10",="0",="0",="0",="0",="0",="3",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="2",="4",="0",="0",="0",="3",="16",="0",="0",="0",="0",="4",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISp1",="21",="12",="17",="8",="6",="4",="3",="2",="39",="11",="9",="4",="0",="8",="28",="22",="14",="4",="42",="16",="7",="35",="14",="9",="20",="14",="28",="24",="22",="18",="34",="7",="5",="8",="30",="25",="22",="91",="20",="32",="2",="8",="16",="7",="40",="5",="24",="14",="15",="22",="35",="2",="5",="10",="2",="18",="69",="14",="38",="13",="1",="104",="35",="11",="58",="0",="2",="2",="18",="3",="1",="34",="0",="67",="46",="40",="20",="74",="36",="34",="44",="3",="23",="15",="0",="9",="7",="10",="41",="36",="40",="16",="39",="33",="79",="0",="22",="53",="41",="0",="54",="27",="0",="0",="0",="0",="0",="7",="0",="0",="27",="40",="19",="1",="1",="4",="0",="2",="0",="0",="1",="0",="0",="0"
="VISp2/3",="17",="58",="44",="4",="26",="41",="18",="20",="27",="25",="33",="25",="6",="18",="18",="19",="86",="31",="65",="21",="102",="58",="31",="42",="19",="60",="52",="44",="24",="17",="25",="25",="14",="56",="36",="11",="22",="40",="15",="43",="11",="14",="21",="11",="39",="2",="21",="32",="39",="41",="38",="15",="15",="23",="23",="21",="14",="54",="21",="13",="0",="21",="36",="10",="24",="0",="5",="1",="5",="5",="9",="20",="1",="6",="50",="19",="4",="18",="16",="16",="13",="1",="15",="10",="1",="3",="0",="2",="0",="19",="6",="10",="38",="29",="13",="2",="6",="8",="5",="0",="2",="4",="0",="0",="0",="0",="0",="0",="0",="0",="4",="4",="4",="0",="2",="1",="1",="4",="1",="0",="0",="0",="1",="4"
="VISp4",="9",="3",="4",="8",="8",="12",="5",="1",="5",="4",="4",="5",="3",="1",="9",="8",="14",="15",="12",="4",="17",="12",="10",="10",="15",="21",="10",="22",="2",="5",="15",="8",="8",="8",="9",="3",="7",="19",="8",="6",="2",="2",="9",="7",="17",="3",="7",="4",="8",="5",="5",="7",="3",="17",="1",="2",="13",="6",="3",="2",="6",="31",="11",="5",="29",="1",="4",="15",="11",="2",="21",="63",="4",="40",="11",="13",="10",="35",="11",="4",="13",="1",="16",="1",="0",="3",="0",="8",="9",="12",="8",="22",="20",="21",="31",="15",="17",="2",="0",="0",="2",="2",="2",="5",="0",="0",="1",="0",="0",="1",="8",="6",="9",="3",="2",="1",="1",="4",="12",="16",="14",="1",="4",="3"
="VISp5",="10",="10",="17",="10",="7",="23",="19",="15",="22",="21",="8",="5",="1",="5",="18",="16",="12",="47",="51",="8",="29",="31",="81",="20",="7",="7",="16",="6",="10",="6",="47",="4",="19",="33",="2",="2",="7",="27",="13",="3",="7",="1",="13",="9",="30",="4",="14",="6",="11",="14",="39",="1",="14",="42",="7",="4",="16",="11",="12",="9",="4",="11",="22",="9",="5",="0",="2",="2",="1",="1",="5",="17",="3",="2",="13",="28",="14",="51",="13",="13",="26",="14",="48",="8",="1",="21",="1",="12",="15",="12",="10",="13",="30",="19",="33",="23",="12",="8",="3",="109",="2",="9",="19",="22",="10",="2",="5",="9",="2",="2",="21",="44",="56",="19",="39",="24",="8",="28",="21",="13",="31",="7",="4",="1"
="VISp6a",="0",="1",="0",="1",="2",="0",="0",="0",="1",="4",="0",="0",="0",="1",="0",="0",="0",="13",="6",="1",="2",="0",="14",="2",="0",="0",="0",="1",="0",="0",="2",="0",="0",="4",="0",="0",="0",="8",="0",="0",="3",="0",="0",="0",="2",="1",="1",="2",="0",="0",="1",="1",="5",="2",="0",="0",="2",="1",="3",="1",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="3",="0",="2",="0",="1",="3",="0",="8",="2",="8",="1",="0",="1",="0",="8",="3",="0",="2",="5",="3",="9",="1",="1",="1",="152",="6",="13",="9",="1",="2",="3",="2",="1",="5",="1",="2",="12",="8",="4",="21",="6",="1",="7",="4",="7",="0",="4",="2",="2"
="VISp6b",="0",="0",="0",="0",="0",="1",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="1",="20",="4",="2",="5",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="1",="0",="0",="0",="0",="1",="2",="0",="2",="0",="0"
="VISpm1",="8",="16",="3",="14",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="3",="0",="9",="11",="6",="0",="10",="0",="12",="1",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="2",="5",="6",="0",="0",="1",="7",="0",="0",="4",="4",="1",="14",="0",="0",="0",="0",="1",="0",="7",="1",="0",="2",="0",="0",="2",="3",="18",="5",="7",="12",="0",="0",="0",="0",="2",="3",="0",="17",="20",="3",="7",="22",="5",="4",="7",="0",="5",="7",="0",="1",="3",="3",="7",="0",="1",="1",="1",="0",="15",="10",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="8",="21",="14",="13",="0",="16",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="0",="0",="0",="7",="0",="13",="3",="36",="1",="21",="3",="15",="1",="0",="0",="0",="0",="0",="0",="0",="3",="1",="1",="3",="4",="6",="0",="0",="2",="2",="0",="0",="2",="6",="7",="22",="0",="0",="0",="0",="0",="4",="1",="1",="0",="3",="0",="0",="4",="0",="0",="2",="4",="2",="0",="0",="4",="0",="3",="7",="3",="9",="12",="2",="17",="17",="1",="0",="3",="1",="7",="1",="0",="2",="5",="7",="5",="0",="3",="0",="3",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0"
="VISpm4",="4",="8",="2",="3",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="1",="0",="0",="1",="0",="1",="3",="2",="0",="7",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="3",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="4",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="2",="1",="5",="8",="7",="1",="0",="0",="0",="1",="4",="0",="0",="1",="7",="3",="0",="2",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="5",="0"
="VISpm5",="2",="10",="20",="4",="0",="13",="3",="1",="1",="0",="0",="0",="0",="0",="0",="2",="0",="15",="0",="0",="0",="0",="0",="2",="6",="4",="0",="10",="0",="1",="4",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="3",="2",="1",="0",="4",="0",="0",="0",="6",="1",="6",="1",="0",="0",="0",="0",="1",="1",="1",="0",="0",="1",="0",="0",="1",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="9",="2",="2",="12",="14",="5",="3",="0",="0",="0",="2",="1",="2",="3",="2",="0",="0",="1",="0",="0",="1",="1",="1",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="1",="0",="5",="0",="0",="0",="0",="8",="2"
="VISli1",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="3",="0",="0",="0",="0",="5",="0",="0",="3",="0",="0",="0",="2",="4",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="7",="3",="0",="0",="5",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="10",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="13",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="13",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="0",="0",="6",="0",="0",="0",="0",="6",="8",="0",="1",="4",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="5",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="8",="0",="0",="0",="0",="1",="0",="0",="0",="5",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="1",="1",="17",="13",="7",="5",="1",="3",="0",="1",="0",="1",="1",="5",="1",="2",="0",="3",="0",="4",="9",="5",="0",="32",="0",="0",="10",="0",="13",="23",="1",="0",="7",="0",="1",="1",="0",="2",="7",="0",="2",="2",="8",="8",="0",="0",="10",="2",="0",="0",="0",="5",="0",="0",="2",="0",="0",="0",="6",="8",="0",="1",="3",="0",="0",="0",="1",="0",="1",="1",="0",="0",="2",="0",="1",="0",="2",="0",="0",="0",="4",="1",="15",="1",="4",="1",="0",="5",="0",="15",="1",="1",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0"
="VISa4",="2",="1",="5",="1",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="2",="0",="0",="1",="2",="0",="1",="0",="1",="2",="0",="1",="2",="0",="0",="0",="0",="2",="0",="0",="2",="0",="0",="2",="0",="3",="1",="0",="0",="3",="0",="0",="0",="1",="0",="1",="0",="1",="0",="0",="0",="2",="2",="0",="0",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="3",="0"
="VISa5",="2",="8",="12",="2",="5",="1",="0",="5",="4",="1",="1",="2",="1",="4",="0",="5",="0",="13",="5",="2",="0",="6",="2",="5",="0",="0",="0",="0",="11",="10",="3",="0",="3",="3",="7",="1",="0",="0",="5",="0",="7",="3",="14",="6",="2",="0",="7",="0",="2",="1",="1",="1",="4",="2",="8",="0",="0",="2",="10",="8",="1",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="0",="0",="2",="0",="0",="0",="3",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="3",="2",="3",="1",="1",="5",="0",="3",="1",="4",="0",="1",="9",="0",="0",="0",="13",="1",="0",="1"
="VISrl2/3",="1",="24",="30",="5",="0",="27",="0",="11",="10",="16",="30",="12",="10",="17",="3",="21",="8",="22",="17",="8",="9",="7",="4",="0",="0",="3",="0",="0",="8",="0",="0",="2",="0",="24",="37",="8",="30",="1",="23",="1",="1",="0",="1",="0",="8",="6",="2",="0",="1",="1",="0",="0",="2",="3",="0",="35",="12",="7",="31",="12",="0",="1",="0",="0",="7",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="4",="0",="15",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="3",="5",="0",="1",="0",="3",="3",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="1",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl4",="2",="3",="2",="1",="0",="4",="0",="2",="1",="2",="5",="0",="1",="2",="2",="7",="1",="2",="2",="18",="3",="2",="0",="0",="0",="1",="0",="0",="3",="0",="0",="0",="0",="5",="7",="9",="5",="6",="3",="0",="0",="0",="0",="0",="4",="1",="6",="0",="2",="0",="1",="0",="2",="0",="0",="2",="1",="0",="1",="3",="1",="4",="0",="0",="5",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="1",="0",="0",="6",="2",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="7",="7",="2",="0",="0",="0",="0",="1",="7",="5",="0",="0",="1"
="VISrl5",="2",="1",="3",="1",="0",="0",="0",="7",="15",="30",="17",="2",="4",="5",="4",="15",="0",="19",="13",="9",="42",="12",="21",="0",="0",="3",="0",="0",="5",="0",="0",="0",="0",="2",="17",="3",="1",="1",="2",="1",="0",="0",="0",="0",="4",="3",="2",="0",="1",="0",="1",="0",="15",="0",="0",="24",="10",="1",="12",="14",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="12",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="3",="5",="0",="0",="9",="10",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="3",="8",="0",="0",="11",="10",="4",="24",="8",="2",="0",="4",="3",="9",="12",="2",="0",="0"
="or",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="1",="1",="1",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="1",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="4",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="3",="0",="0",="1",="1",="0",="1",="0",="3",="0",="3",="0",="0",="2",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="0",="5",="7",="0",="3",="0",="0"
