 ,221057_071,221057_088,221057_101,221057_102,221057_103,221057_150,221057_151,221057_164,221364_080,221364_081,221364_082,221364_083,221364_087,221477_061,221479_158,221479_168,221479_187,221481_117,221481_230,221481_241,221481_256,221481_507,221481_509,221481_515,221481_522,221481_524,221481_538,221701_035,221701_052,221701_055,221701_057,221701_061,221733_181,230011_174,230011_175,230066_121,230066_125,230066_126,230066_127,230066_128,230080_262,230114_019,231570_005,231570_006,231570_008,231570_011,231570_012,231685_259,231685_281,231687_016,231687_029,233285_119,233379_033,233379_047,233379_048,233379_111,233379_112,233379_113,233379_114,233379_115,233379_116,233379_117,233379_119,233379_121,233379_122,233379_125,233379_127,233379_129,233379_131,233379_132,233379_133,233379_134,233380_037,233380_038,233668_061,233668_063,233668_064,233668_076,233668_080,233668_130,233668_170,233668_253,233795_001,233795_003,233795_009,233795_012,233795_072,233795_073,233795_074,233795_075,233795_085,233795_087,233795_088,233795_089,233795_090,233795_091,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_099,233795_100,233795_101,233795_102,233795_103,233795_104,233795_106,233795_124,233795_125,221090_095,221091_154,221417_015,221417_018,221417_043,221418_129,221418_139,221477_060,221478_326,221478_349,221479_159,221479_164,221479_166,221479_169,221480_100,221481_198,231685_243,231685_255,231685_273,231685_275,231685_279,231685_285,231686_057,233379_029,233379_032,233379_036,233379_039,233379_097,233379_118,233379_130,233379_136,233379_142,233380_036,233380_093,233666_200,233666_204,233666_218,221090_092,221090_093,221090_094,221090_099,221091_125,221417_017,221418_001,221418_127,221418_135,221418_137,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221481_137,221515_017,231685_244,231687_014,233666_201,233667_154,233667_297,221065_082,231687_017,231687_027,231687_028,233284_183,221225_016,221226_014,221226_015,221226_023,221365_065,221365_067,221365_069,221365_073,221426_061,231687_001,231687_012,231687_013,233666_222,233667_280,221536_032,221538_015,233281_123,233285_006,233666_207
="VISal6a",="0",="0",="0",="0",="0",="271.6636",="0",="772.2355",="0",="0",="0",="332.4513",="122.7268",="693.015",="0",="0",="39.6119",="0",="158.2753",="0",="0",="0",="0",="0",="100.9963",="0",="0",="209.5051",="0",="0",="182.391",="0",="29.4481",="0",="15.1838",="299.1504",="183.7058",="207.2385",="440.9195",="0",="0",="0",="0",="0",="401.0589",="0",="0",="0",="0",="0",="0",="0",="444.4106",="503.1938",="0",="263.8108",="495.48",="0",="0",="0",="0",="0",="0",="0",="0",="552.7659",="749.7463",="189.8559",="0",="386.272",="0",="0",="864.1962",="0",="362.7009",="0",="341.3597",="0",="315.0737",="24.3573",="0",="182.8754",="766.8367",="0",="0",="0",="0",="0",="629.6277",="0",="0",="0",="0",="0",="0",="0",="0",="273.3487",="0",="541.9192",="200.9425",="224.6131",="258.2566",="0",="0",="563.818",="56.1415",="89.4324",="0",="0",="0",="124.4887",="0",="83.3477",="0",="0",="550.4492",="98.6921",="0",="0",="0",="134.9063",="0",="0",="0",="0",="0",="0",="0",="406.5323",="0",="0",="0",="0",="0",="354.8155",="0",="0",="0",="0",="0",="0",="0",="0",="0",="236.4191",="115.2571",="619.9224",="0",="1278.3676",="967.2253000000001",="606.1164",="810.7434",="0",="0",="932.8267",="0",="0",="383.7207",="0",="59.5011",="503.7762",="306.5312",="0",="0",="266.1689",="165.6104",="0",="0",="335.0117",="159.425",="0",="178.5678",="369.0648",="244.9903",="330.6567",="0",="0",="1109.2927",="0",="0",="102.0357",="906.1894",="0",="0",="0",="0",="559.1486",="0",="6.6259",="0",="0",="0",="0",="18.017",="843.5475"
="VISal6b",="0",="0",="0",="0",="0",="42.4223",="26.4886",="508.6699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.612",="0",="0",="0",="0",="0",="84.1789",="0",="0",="166.9525",="0",="391.1132",="0",="0",="0",="0",="0",="0",="40.5688",="77.2218",="76.9116",="0",="0",="0",="0",="0",="177.2503",="0",="0",="0",="0",="0",="0",="0",="101.9221",="0",="0",="401.1307",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.9484",="0",="0",="0",="0",="174.6833",="0",="384.9371",="0",="0",="0",="34.9417",="0",="205.5908",="0",="0",="127.4917",="0",="653.2887",="0",="0",="0",="0",="0",="0",="0",="0",="78.9996",="0",="0",="0",="0",="171.4191",="0",="75.1322",="0",="358.4436",="47.2785",="0",="0",="123.3328",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="200.6549",="0",="0",="0",="194.3916",="0",="246.707",="0",="0",="0",="0",="0",="0",="0",="218.2286",="0",="19.5436",="0",="0",="0",="442.1253",="78.6933",="0",="0",="0",="0",="27.9578",="0",="0",="0",="0",="0",="0",="267.9247",="0",="0",="0",="0",="0",="0",="61.6829",="287.6073",="0",="0",="80.1001",="0",="0",="0",="19.6975",="38.1517",="0",="11.1439",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.9395",="0",="0",="0",="40.3873"
="VISpor4",="0",="0",="0",="0",="0",="57.0136",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="155.9777",="0",="0",="20.7609",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="803.1674",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.8201",="0",="0",="84.6057",="0",="0",="0",="0",="0",="0",="0",="0",="156.8749",="157.2602",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.948",="441.8929",="0",="0",="0",="28.3337",="0",="0",="0",="557.2778",="0",="725.5522",="0",="0",="300.8848",="6.4553",="0",="0",="0",="0",="115.1214",="0",="0",="0",="0",="0",="1825.3003",="0",="0",="0",="0",="0",="430.0009",="0",="0",="71.961",="0",="0",="0",="0",="0",="0",="0",="0",="40.2671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="555.6381",="0",="0",="0",="0",="0",="0",="0",="0",="92.0635",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6b",="0",="0",="0",="0",="0",="85.7728",="0",="0",="0",="0",="0",="0",="0",="230.5559",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="264.8442",="141.112",="0",="39.6962",="0",="0",="0",="44.2556",="0",="0",="0",="2.0169",="0",="0",="0",="0",="0",="0",="0",="178.1014",="0",="0",="0",="0",="0",="0",="0",="0",="46.3526",="166.8324",="0",="45.7724",="90.2297",="0",="0",="8.0718",="151.6061",="0",="0",="0",="374.3327",="0",="0",="0",="0",="0",="135.5366",="0",="4.692",="0",="0",="49.9456",="0",="36.9283",="0",="0",="82.8372",="0",="0",="53.2827",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="84.6728",="0",="0",="0",="0",="0",="0",="0",="101.3972",="54.7437",="0",="0",="0",="0",="0",="0",="0",="244.4618",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="121.5085",="0",="0",="0",="0",="0",="0",="0",="121.3043",="58.2283",="402.0614",="142.6448",="143.4062",="0",="0",="0",="0",="0",="98.7825",="0",="0",="129.2115",="158.2176",="0",="149.7753",="0",="52.5626",="0",="0",="0",="0",="0",="0",="0",="914.0179",="0",="0",="323.5033",="0",="0",="0",="0",="8.6962",="0",="380.9161",="54.3941",="66.9142",="35.8297",="207.5003",="0",="0",="0",="95.7347",="83.933",="0",="184.8801",="0"
="TEa4",="0",="0",="0",="0",="0",="118.5625",="0",="0",="0",="0",="0",="16.2559",="299.3093",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="427.608",="68.5959",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="79.8617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="368.4194",="0",="186.1368",="0",="0",="30.6553",="0",="0",="0",="0",="0",="0",="1381.7549",="0",="0",="0",="1648.451",="0",="0",="0",="0",="0",="0",="260.3855",="0",="0",="0",="6.5393",="0",="736.3134",="0",="0",="0",="0",="0",="0",="0",="434.9292",="0",="2042.2216",="214.1806",="0",="0",="0",="0",="22.4455",="264.9584",="0",="0",="0",="0",="127.3604",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="111.2274",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="0",="0",="499.5276",="0",="0",="0",="0",="0",="282.8419",="16.988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="212.9695",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="178.8102",="0",="0",="0",="397.9068",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="82.692",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="171.7192",="502.4924",="454.7405",="0",="0",="348.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="370.5325",="0",="0",="0",="1520.6984",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1005.2105",="0",="0",="0",="0",="0",="0",="0",="477.1379",="0",="2460.9898",="368.8648",="211.6741",="0",="0",="0",="0",="138.5025",="0",="0",="0",="0",="439.5161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="451.0469",="575.2946",="306.71",="315.9412",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="16.3644",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="361.8955",="0",="0",="0",="0",="0",="0",="0",="0",="70.3164",="0",="54.3849",="0",="10.438",="15.0116",="0",="0",="319.0622",="9.6351",="335.363",="0",="71.2265",="0",="0",="495.5395",="12.662",="0",="315.2593",="0",="0",="0",="0",="0",="0",="139.3881",="517.7178",="0",="0",="0",="0",="563.8874000000001",="371.4114",="0",="0",="0",="0",="0",="0",="0",="249.7213",="493.60310000000004",="0",="20.7329",="0",="0",="0",="902.8814",="140.0801",="0",="0",="0",="0",="0",="170.4152",="619.4886",="0",="0",="279.1544",="113.5101",="454.41420000000005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="382.1395",="0",="0",="0",="382.5215",="438.7661",="0",="0",="460.3512",="0",="0",="149.4289",="0",="337.8446",="783.5476",="5.6736",="0",="33.0608",="312.6207",="362.3997",="0",="404.3506",="590.1171",="141.39939999999999",="0",="0",="0",="435.4916",="163.4094",="0",="437.0775",="719.3594",="1154.5198",="0",="0",="70.113",="0",="0",="570.9917",="271.3661",="838.5817",="569.0811",="1565.1461",="0",="526.7335",="388.1982",="582.6263",="332.7885",="451.2694",="251.0926",="0",="390.779",="0",="94.5596",="345.735",="576.4029",="971.0285",="339.5005",="1245.9393",="0",="395.1471",="244.6879",="566.0073",="592.9273",="162.0358",="206.3165",="417.1916",="1342.0843",="871.3831",="344.2078",="0",="478.6646",="341.4272",="1981.5776",="952.5642",="761.4925000000001",="53.4893",="4019.5622000000003",="303.6498",="9.6664",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.1298",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="0",="0",="0",="0",="70.7887",="0",="0",="0",="504.2352",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="492.7235",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.3775",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.1486",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.3191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="26.6126",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.0526",="0",="0",="0",="0",="736.1827999999999",="314.2447",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6b",="0",="0",="0",="0",="0",="0",="0",="6.9596",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.1456",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="364.5297",="0",="0",="0",="0",="0",="0",="0",="0",="0",="414.7319",="0",="54.0481",="0",="0",="0",="0",="243.6685",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6b",="0",="0",="0",="0",="0",="0",="0",="329.3306",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.9362",="367.5277",="0",="0",="0",="0",="104.2883",="0",="0",="0",="24.5137",="0",="0",="142.828",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="60.3699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.2026",="0",="0",="0",="0",="0",="0",="0",="9.0059",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="131.0177",="105.8273",="0",="0",="0",="0",="0",="0",="0",="0",="278.0843",="0",="0",="242.8051",="0",="0",="0",="0",="0",="0",="0",="200.9725",="134.605",="323.2521",="0",="0",="0",="0",="238.9607",="0",="0",="32.9028",="52.9202",="0",="0",="174.325",="0",="536.2246",="161.1049",="0",="0",="305.4809",="0",="0",="168.7915",="481.2773",="0",="41.8385",="180.0312",="113.6075",="0",="19.44",="169.6467",="0",="0",="0",="0",="38.461",="66.9543",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.6395",="0",="0",="0",="0",="45.4754",="0",="0",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="0",="0",="0",="0",="55.9271",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.5465",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="352.3897",="0",="157.1138",="0",="0",="0",="0",="0",="0",="0",="200.3207",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="667.8709",="2824.7234",="3047.4696",="0",="0",="0",="551.7962",="0",="0",="0",="0",="0",="0",="0",="1096.5786",="0",="281.7206",="736.9588",="6201.3949",="5592.8279",="0",="0",="0",="0",="134.5308",="1487.0797",="0",="179.2932",="0",="15.7742",="0",="0",="448.9323",="0",="0",="0",="1708.7796",="0",="0",="2070.5017",="0",="18743.0513",="0",="5982.2543",="2603.0326",="0",="604.1556",="6657.9657",="4373.4884",="785.7275",="300.992",="3515.2969999999996",="2886.2751",="4806.7455",="0",="497.2893",="11205.1413",="1410.703",="3706.9096",="411.1646",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="0",="0",="0",="0",="616.8241",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="808.4124",="254.5878",="0",="0",="0",="1061.0162",="42.1648",="0",="137.2483",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="51.1786",="0",="52.4204",="0",="0",="136.5915",="0",="0",="0",="139.7572",="0",="0",="0",="168.7054",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="420.7762",="304.611",="193.6498",="0",="0",="0",="2542.649",="0",="0",="0",="0",="0",="0",="0",="549.0537",="0",="1122.0823",="1391.1225",="936.9336",="0",="0",="0",="0",="251.626",="428.296",="1207.7046",="0",="211.897",="0",="667.553",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1119.3206",="0",="3555.15",="523.1114",="560.148",="1862.0087",="0",="0",="1175.2493",="1862.0379",="53.6594",="414.0195",="711.7342",="961.0384",="1705.5245",="0",="646.1327",="2976.6865",="975.9514",="690.4679",="1242.3123",="0",="516.2507",="0",="0",="412.16420000000005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="0",="0",="0",="0",="0",="0",="647.8903",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="616.3413",="0",="0",="0",="0",="0",="0",="0",="0",="0",="341.8613",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="913.7459",="1219.2898",="799.4769",="0",="0",="0",="1149.333",="0",="0",="0",="0",="0",="0",="0",="1549.5114",="0",="36.3386",="404.8045",="2089.1698",="829.4717",="0",="0",="0",="116.7085",="22.7824",="1369.1768",="0",="1214.5471",="0",="856.7175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="872.2807",="0",="3565.4447",="574.1588",="0",="2600.1854",="0",="468.6969",="336.4602",="477.2914",="4069.7505",="339.6288",="1352.7131",="743.438",="3183.1041",="2017.444",="109.99860000000001",="2970.9345",="1245.1114",="220.99689999999998",="0",="0",="1018.733",="0",="0",="659.794",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="0",="0",="0",="0",="0",="0",="0",="0",="662.8714",="629.9209",="1493.7926",="350.0236",="326.8337",="746.8571",="687.7372",="105.1603",="0",="673.5011",="573.0108",="11.7021",="573.2925",="0",="154.2478",="223.6411",="0",="43.547",="17.3606",="0",="0",="0",="0",="318.2341",="2431.799",="1475.7555",="813.7755",="0",="0",="0",="0",="0",="0",="2158.3093",="61.33",="807.7075",="0",="953.0183",="0",="2170.3633",="0",="385.3835",="32.7659",="275.7172",="32.7993",="95.5175",="0",="640.016",="0",="5503.8565",="342.7536",="118.1498",="0",="4046.6851",="78.279",="3781.3155",="150.0944",="0",="45.9952",="62.4933",="0",="0",="0",="0",="1270.746",="0",="0",="0",="3513.6462",="0",="0",="68.4794",="103.5724",="518.8835",="0",="0",="0",="165.3081",="3257.1564",="2853.9365",="2327.0111",="2044.6004",="0",="0",="0",="0",="278.3158",="0",="0",="293.6552",="0",="0",="0",="0",="0",="0",="0",="0",="320.5017",="0",="4089.8006",="2916.5294",="221.1405",="0",="220.2424",="585.2678000000001",="160.166",="0",="0",="0",="300.9359",="0",="488.4827",="0",="467.9458",="0",="0",="771.7567",="1369.5936",="0",="57.104",="0",="0",="0",="0",="0",="0",="0",="0",="1076.2896",="310.6875",="0",="0",="0",="2204.1903",="0",="0",="0",="758.476",="1057.5436",="468.5259",="59.6582",="268.1597",="10312.012200000001",="0",="12.7894",="1043.8799",="0",="0",="0",="0",="2212.0623",="886.164",="885.7687",="0",="320.4957",="0",="1501.1048",="28.6922",="0",="3659.2206",="1176.1358",="0",="0",="105.5872",="0",="0",="0",="2886.9085",="197.2717",="0",="0",="0",="0",="0",="123.4476",="0",="1258.0914",="1100.1987",="84.2322",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.4478",="12.3579",="0",="0",="43.2441",="404.4184",="0",="0",="79.1466",="0",="136.0125",="1310.1622",="0",="0",="229.0603",="0",="0",="0",="0",="0",="25.1481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="513.2035",="0",="0",="0",="74.2289",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="337.7347",="0",="0",="0",="4383.603",="0",="249.0718",="270.3465",="1084.3925",="856.0241",="3219.8704",="0",="0",="0",="0",="0",="0",="236.5635",="0",="13411.495",="0",="0",="0",="93.433",="876.7815",="745.0009",="0",="108.9792",="1610.6698",="112.2028",="0",="0",="0",="0",="0",="0",="112.1552",="0",="0",="0",="106.3533",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="303.5438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2129.0161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3210.9629",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="453.481",="3839.2094",="0",="0",="3452.1629",="4593.9439",="0",="0",="449.3484",="981.3965",="1577.4395",="7468.4274",="0",="0",="3620.1747",="0",="0",="0",="0",="0",="588.3684",="0",="169.7953",="0",="0",="0",="0",="0",="0",="0",="0",="1830.0338",="0",="340.8514",="0",="1854.2411",="0",="0",="0",="1092.42",="0",="0",="40.7186",="0",="0",="377.5119",="6.2054",="2069.2443",="0",="0",="0",="1481.3919",="0",="369.2055",="2107.8927",="5202.4524",="3516.6171",="4031.7416",="0",="0",="0",="0",="0",="0",="389.4275",="0",="11499.6922",="0",="0",="80.0598",="2849.778",="1008.5226",="2476.5375",="0",="0",="2519.9817",="1423.7294",="0",="0",="0",="0",="116.2095",="0",="3095.0196",="0",="0",="0",="3329.5184",="0",="0",="0",="0",="0",="0",="0",="0",="1023.7704",="0",="0",="306.3654",="3810.1249",="0",="0",="0",="0",="0",="0",="0",="0",="1385.9667",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="141.7744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2892.4477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="438.265",="354.6085",="647.0344",="1619.1824",="0",="16.79",="0",="140.8999",="177.3991",="0",="731.1093",="58.6085",="416.4888",="0",="0",="0",="95.169",="0",="0",="0",="144.2385",="347.3035",="0",="497.4043",="0",="0",="0",="442.8492",="0",="561.3379",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.8667",="0",="0",="225.7325",="0",="0",="432.2029",="0",="288.7399",="386.5054",="175.4788",="0",="168.2726",="222.9229",="0",="0",="439.0887",="554.9424",="0",="0",="242.1875",="421.9209",="0",="178.0299",="0",="0",="0",="921.5503",="0",="0",="660.4796",="101.7978",="0",="253.3095",="0",="64.7547",="0",="1054.5866",="193.4622",="0",="108.6961",="0",="0",="0",="0",="474.6237",="0",="0",="125.1109",="2.0276",="0",="493.461",="0",="0",="0",="0",="19.4359",="15.0394",="336.7514",="0",="264.4036",="43.5047",="169.5606",="52.789",="0",="0",="0",="717.8927",="478.7933",="1392.3375",="0",="0",="0",="0",="0",="0",="0",="313.8421",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="463.1653",="641.8136000000001",="0",="0",="0",="91.3214",="0",="0",="0",="524.4815",="649.8537",="370.6434",="1009.4670000000001",="1488.8183",="585.9696",="0",="0",="23.4566",="0",="279.6699",="266.0069",="0",="895.2002",="939.1195",="354.6443",="146.1984",="0",="633.9473",="0",="0",="133.4392",="111.0928",="0",="0",="635.5514",="3776.7915",="21.4466",="0",="0",="0",="867.6632",="0",="0",="175.3405",="1191.6994",="568.4797",="688.1405",="244.4299",="907.0352",="704.0071",="0",="0",="687.9738",="0",="452.5085",="0",="1376.7617",="522.0581"
